MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
170620624,325  Pearl St.,Bridgeport,ACTV,01/24/2024,,0.03,909,909,4,2,1/0,"2 Car Garage, Driveway, Paved, Off Street Parking",1930,35,,78410,Private,229000,3407,RC,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Ceiling Fans,Baseboard,Natural Gas,,"Garden Area, Gutters, Lighting",Blackham,,,
170622469,"24  Huntington Hts. , Unit# 24",Shelton,ACTV,02/08/2024,CO,,1532,1532,6,3,2/1,"1 Car Garage, 1 Total Spaces, Attached Garage, Parking Lot",1987,19,,176820,,385000,3089,R-2,,,206,Yes,Monthly,No,Shelton,Perry Hill,,No,No,Not Applicable,02/23/2024,Central Air,Hot Air,Natural Gas,,Deck,,,,
170617079,3  Blue Trail Estates,Cheshire,ACTV,01/06/2024,,1.861,3800,3800,9,4,2/1,"2 Car Garage, Attached Garage",2024,52,,0,Paved,1100000,0,R-80,,"Fireplace Insert, Programmable Thermostat, Thermopane Windows",,No,,No,Cheshire,Norton,"Basketball Court, Golf Course, Park, Private School(s), Public Pool, Public Rec Facilities, Shopping/Mall, Tennis Courts",No,No,Not Applicable,,Central Air,Hot Air,Propane,,"Gutters, Underground Utilities",Dodd,,,
170626013,340  Bagley Rd.,Southbury,NEW,02/22/2024,,1.5,2240,2240,7,3,2/1,"2 Car Garage, Attached Garage",1994,5,,315490,,549777,7099,R-60,,,,No,,No,Pomperaug,Longmeadow Elementary School,,No,No,Not Applicable,,Central Air,Hot Air,Oil,Per Board of Ed,,Memorial Middle School,,,
170615158,151 E. Elm St.,Greenwich,ACTV,02/05/2024,,0.15,4500,4500,13,5,5/2,"2 Car Garage, 4 Total Spaces, Attached Garage",2023,22,,690340,Private,4850000,8033,R-6,,,,No,,No,Greenwich,Julian Curtiss,"Park, Playground/Tot Lot",No,No,Not Applicable,02/05/2024,Central Air,Zoned,Natural Gas,,"Balcony, Garden Area, Gutters, Lighting, Patio, Porch",Central,,,
170623288,"71  Strawberry Hill Ave. , Unit# 105",Stamford,ACTV - UA,02/08/2024,CO,,1100,1100,5,3,1/0,"0 Car Garage, Off Street Parking, Parking Lot, Assigned Parking",1959,19,"Elevator, Exercise Room/Health Club, Guest Parking, Pool, Security Services",187920,,325000,4743,RH,,,754,Yes,Monthly,No,Stamford,K.T. Murphy,"Health Club, Medical Facilities, Public Transportation, Shopping/Mall",Yes,No,Not Applicable,,Wall Unit,Radiator,Natural Gas,,Balcony,Turn of River,"Pool House, In Ground Pool",,
170622904,18  Fairview St.,Essex,ACTV,02/10/2024,,0.93,3307,3307,7,4,3/1,"2 Car Garage, Attached Garage",2000,17,,306800,"Private, Shared, Paved",699000,6931,RU,,Generator Ready,,No,,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,,Ductless,"Hot Water, Wall Unit",Oil,,"Deck, Porch",,Above Ground Pool,3000,
170622767,110  Greenlawn St.,East Hartford,NEW,02/27/2024,,0.3,1296,1296,5,3,1/0,"1 Car Garage, Attached Garage, Under House Garage",1952,1,,124210,,287000,5284,R-3,,,,No,,No,East Hartford,Per Board of Ed,"Golf Course, Park",No,No,,,Ceiling Fans,Hot Water,Oil,,,,,,
170620436,6  Timber Lake Rd.,Sherman,ACTV,01/23/2024,,1.99,2972,2598,14,5,2/1,"2 Car Garage, 4 Total Spaces, Attached Garage",1986,35,None,278100,Private,600000,4956,RES,,Active Solar,,No,,No,Per Board of Ed,Per Board of Ed,"Golf Course, Lake, Medical Facilities, Park, Public Transportation, Shopping/Mall",No,No,"Lake, View, Walk to Water",01/23/2024,Window Unit,"Baseboard, Hot Air",Oil,Per Board of Ed,"Balcony, Deck, Shed",,,,
170623934,"29  Putnam Ln. , Unit# 29",Danbury,NEW,02/22/2024,CO,,2658,1778,6,2,3/1,"1 Car Garage, Under House Garage",2017,5,"Bocci Court, Club House, Exercise Room/Health Club, Guest Parking, Playground/Tot Lot, Pool, Tennis Courts",406840,,699000,9492,PND,,"Storm Doors, Thermopane Windows",400,Yes,Monthly,No,Danbury,Per Board of Ed,"Golf Course, Health Club, Lake, Library, Medical Facilities, Shopping/Mall",Yes,No,Not Applicable,,Central Air,"Hot Air, Zoned",Natural Gas,Per Board of Ed,,Per Board of Ed,"Indoor Pool, In Ground Pool, Spa, Heated",,
170619404,80  Wauregan Rd.,Canterbury,ACTV,02/22/2024,,3.75,2038,2038,7,3,2/1,"2 Car Garage, Attached Garage, Unpaved",2024,40,,0,"Private, Gravel",599900,999999999,RD,,Energy Star Rated,,No,,No,Per Board of Ed,Canterbury,,No,Yes,Brook,,Central Air,Hot Air,Propane,,"Patio, Porch",,,,
24000184,37  Almer St.,Groton,NEW,02/27/2024,,0.44,1829,1529,6,4,1/1,"1 Car Garage, Under House Garage",1959,1,,129990,,279000,3267,RU-20,,,,No,,Yes,Per Board of Ed,Per Board of Ed,"Basketball Court, Golf Course, Health Club, Library, Park, Putting Green",Yes,No,,,None,Hot Water,Oil,,,,"Pool House, In Ground Pool",,
170619793,1700  Hillside Rd.,Fairfield,ACTV,01/23/2024,,2,5696,5016,9,5,2/1,"4 Car Garage, Attached Garage, Detached Garage",1970,35,,930580,"Private, Paved, Gravel",2995000,25600,AAA,,"Generator Ready, Storm Windows, Thermopane Windows",,No,,No,Fairfield Ludlowe,Dwight,"Golf Course, Library, Playground/Tot Lot, Private School(s), Stables/Riding, Tennis Courts",Yes,No,"Water Community, Beach Rights",01/23/2024,"Central Air, Split System","Baseboard, Hot Water, Radiant, Zoned",Oil,,"Awnings, Deck, French Doors, Garden Area, Gutters, Stone Wall",Roger Ludlowe,"Pool House, In Ground Pool",,
170622779,"80  Morris St. , Unit# A",Hartford,ACTV,02/06/2024,CO,,1300,1300,4,2,1/1,"1 Car Garage, 1 Total Spaces, Detached Garage",1988,22,None,33112,,130000,2283,NX-1,,,365,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Commuter Bus, Medical Facilities, Park, Playground/Tot Lot, Public Pool, Public Transportation, Walk to Bus Lines",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,,,,,
170620830,136  Lum Lot Rd.,Southbury,ACTV,01/24/2024,,2.23,3000,2000,8,4,3/1,"2 Car Garage, 2 Total Spaces, Attached Garage",2024,34,,77690,Private,850000,1748,Res,,,,No,,No,Pomperaug,Per Board of Ed,"Basketball Court, Bocci Court, Golf Course, Health Club, Lake, Library, Medical Facilities, Park",No,Yes,"Direct Waterfront, Brook",,Central Air,Hot Air,"Bottle Gas, Propane",,"Deck, Porch, Sidewalk",,,,
170618294,8  Pumpkin Grv.,East Lyme,ACTV,01/11/2024,,0.59,2900,2900,12,4,3/1,"3 Car Garage, Attached Garage",2024,47,,0,,1200000,0,R40,,,70,Yes,Monthly,No,East Lyme,Lillie B. Haynes,,No,No,Not Applicable,,Central Air,Hot Air,Propane,,,,,,
170619649,24  Plaza Ave.,Waterbury,ACTV,01/24/2024,,0.09,1886,1886,8,4,2/0,"0 Car Garage, 3 Total Spaces, Driveway",1901,34,,61530,Private,230000,3334,RM,,,,No,,No,John F. Kennedy,Driggs,"Park, Public Pool",No,No,Not Applicable,02/12/2024,Window Unit,Hot Water,Natural Gas,Per Board of Ed,Porch,Per Board of Ed,,,
170623656,"845  Blackstone Vlg. , Unit# 845",Meriden,ACTV,02/08/2024,CO,,1024,1024,5,2,1/0,"1 Car Garage, Attached Garage",1971,19,,62580,,130000,2177,RES,,,505,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,02/08/2024,None,Baseboard,Natural Gas,,,,,,
170618763,62  Murray St.,Middletown,ACTV,02/27/2024,,0.12,748,748,4,2,1/0,"1 Car Garage, 1 Total Spaces, Detached Garage",1953,5,None,129890,,240000,4366,R-15,,Storm Doors,,No,,No,Middletown,Per Board of Ed,,No,No,Not Applicable,01/15/2024,None,Baseboard,Natural Gas,,"Covered Deck, Gutters, Lighting",,,,
170615944,40  Stendahl Dr.,Shelton,ACTV,01/02/2024,,0.51,1536,1536,7,4,1/0,"2 Car Garage, 8 Total Spaces, Attached Garage, Driveway, Paved",1956,56,,229810,Asphalt,440000,4015,R-1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,01/29/2024,Window Unit,Hot Air,Oil,,Deck,,,,
170619307,352  Mountain St.,Windham,ACTV,01/18/2024,,0.19,948,948,5,3,1/0,"0 Car Garage, Off Street Parking",1971,40,,80050,"Private, Paved",274900,3794,R4,,,,No,,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Park, Public Pool, Public Rec Facilities, Shopping/Mall",No,No,Not Applicable,01/30/2024,None,Baseboard,Electric,,Deck,,,,
170625885,39  Danforth Ln.,Rocky Hill,ACTV,02/28/2024,CO,,2118,1416,4,2,2/1,"1 Car Garage, Detached Garage",1976,,"Club House, Guest Parking, Pool",220360,,325000,5104,R-20,,Energy Star Rated,314,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Public Transportation, Putting Green, Shopping/Mall, Walk to Bus Lines",Yes,No,,,"Ceiling Fans, Central Air",Hot Air,Natural Gas,,"Porch, Deck",,"Pool House, In Ground Pool",,
170605861,21  Edith Ln.,Wilton,ACTV,01/27/2024,,1.16,3867,3867,7,3,3/1,"3 Car Garage, Attached Garage",2024,31,None,203350,"Private, Shared, Asphalt, Gravel",2175000,5950,R-1,,"Programmable Thermostat, Thermopane Windows",,No,,No,Wilton,Miller-Driscoll,"Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Public Transportation, Tennis Courts",No,No,Not Applicable,,"Central Air, Zoned","Hydro Air, Radiant, Zoned",Propane,Cider Mill,"Awnings, Balcony, Grill, Lighting, Patio, Underground Sprinkler",Middlebrook,,,
170626867,127  Watch Hill Dr.,Southbury,NEW,02/26/2024,,1.47,2386,2386,8,4,2/1,"2 Car Garage, Attached Garage",1984,1,,358910,,579900,8075,R-60,,"Ridge Vents, Thermopane Windows",,No,,No,Pomperaug,Longmeadow Elementary School,"Golf Course, Lake, Public Pool, Public Rec Facilities, Shopping/Mall, Stables/Riding",No,No,,,"Ceiling Fans, Central Air",Hot Air,Oil,,"Underground Utilities, Shed, Deck, Gutters, Garden Area, Stable, French Doors",Memorial Middle School,,,
170614378,170  Sprain Brook Rd.,Woodbury,ACTV,12/14/2023,,2.31,1921,1921,7,3,2/1,"2 Car Garage, Attached Garage",2015,75,None,242830,Paved,864900,7057,OS100,,Extra Insulation,,No,,No,Nonnewaug,Mitchell,"Basketball Court, Golf Course, Library, Park, Playground/Tot Lot, Private School(s), Shopping/Mall, Tennis Courts",No,Yes,"Direct Waterfront, Brook, View, Walk to Water",02/20/2024,"Ceiling Fans, Central Air",Hot Air,Propane,,"Barn, Deck, Garden Area, Gutters",,,,
170623758,"11  Gibbs St. , Unit# 6",Winchester,ACTV,02/09/2024,CO,,570,570,3,1,1/0,"0 Car Garage, 2 Total Spaces, Paved, Off Street Parking",1985,18,Guest Parking,49910,,115000,1317,RR,,,140,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Shopping/Mall",No,No,Not Applicable,02/24/2024,Window Unit,Baseboard,Electric,,"Gutters, Porch",,,,
170625619,33  Ives St.,Waterbury,NEW,02/23/2024,,0.03,1024,1024,6,3,1/0,"0 Car Garage, On Street Parking",1916,4,,39690,None,149900,2151,RM,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,None,Hot Air,Natural Gas,,Deck,,,,
170617087,40  Sheldon St.,Waterbury,ACTV,01/03/2024,,0.1,1248,1248,6,3,1/0,"0 Car Garage, On Street Parking",1910,56,,60128,None,280000,3258,RM,,,,No,,No,Per Board of Ed,Per Board of Ed,"Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,01/26/2024,None,Radiator,Oil,,,,,,
170618892,9-16  North Rd.,East Windsor,ACTV,01/15/2024,,0,784,784,4,2,1/0,"0 Car Garage, 2 Total Spaces, Off Street Parking",1984,43,,18080,"Private, Shared",49700,661,B3,,"Storm Doors, Storm Windows, Thermopane Windows",482,Yes,Monthly,No,East Windsor,Per Board of Ed,"Library, Public Rec Facilities, Shopping/Mall",No,No,Not Applicable,02/09/2024,None,Hot Air,Propane,,,,,,
170626357,"63  Standish Rd. , Unit# 3",Stamford,NEW,02/23/2024,CO,,775,775,4,2,1/0,"0 Car Garage, 2 Total Spaces, Assigned Parking",1957,4,,155990,,260000,3937,R5,,,419,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Library, Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Beach Rights,,None,Radiator,Other,,Deck,,,,
170617641,53 A  Old Middle Rd.,Brookfield,ACTV,01/06/2024,,1.02,2800,2282,9,5,3/1,"2 Car Garage, Attached Garage",2023,53,,115230,"Private, Paved",859000,3095,R-40,,,,No,,No,Brookfield,Center,,No,No,Not Applicable,,"Ceiling Fans, Central Air","Hot Air, Hot Water, Zoned",Propane,,"Garden Area, Gutters, Patio, Porch",,,,
170618400,27  Hauser St.,Milford,ACTV,01/12/2024,,0.09,2418,2418,6,3,2/1,"0 Car Garage, Other",2022,46,,363020,,1199000,9863,R5,,,,No,,No,Jonathan Law,Pumpkin Delight,Park,No,No,Beach,,Central Air,Hot Air,Natural Gas,,,West Shore,,,
170619671,19  Loop Rd.,Clinton,ACTV,02/02/2024,,0.31,3241,3241,8,3,3/0,"2 Car Garage, 8 Total Spaces, Attached Garage",2020,25,None,794288,Crushed Stone,3495000,23694,R-10,,"Energy Star Rated, Programmable Thermostat, Thermopane Windows",,No,,No,Morgan,Per Board of Ed,"Golf Course, Health Club, Medical Facilities, Shopping/Mall",No,Yes,"Direct Waterfront, L. I. Sound Frontage, View",,Central Air,"Hot Air, Zoned",Propane,,"Deck, French Doors, Gutters, Lighting, Stone Wall",,,,
170618918,"54  Lakeview Ave. , Unit# 17",New Canaan,NEW - UA,02/27/2024,CO,,3336,2216,8,3,3/0,"1 Car Garage, 2 Total Spaces, Attached Garage, Driveway, Paved",1986,13,None,654150,,1099000,12390,600,,"Storm Doors, Thermopane Windows",673,Yes,Monthly,No,New Canaan,South,"Health Club, Lake, Library, Medical Facilities, Park, Public Pool, Public Rec Facilities, Tennis Courts",No,No,Not Applicable,,Central Air,"Hot Air, Zoned",Oil,,"Garden Area, Lighting, Patio, Stone Wall, Underground Sprinkler, Underground Utilities",Saxe Middle,,,
170616114,84  Anderson Ave.,Waterbury,ACTV,02/27/2024,,0.12,1568,1568,6,3,1/1,"0 Car Garage, Driveway",1921,56,,140210,"Private, Cement",279000,7598,RL,,Thermopane Windows,,No,,No,Per Board of Ed,Per Board of Ed,"Golf Course, Library, Medical Facilities, Park, Playground/Tot Lot, Private School(s), Public Transportation, Shopping/Mall",No,No,Not Applicable,02/27/2024,None,Baseboard,Electric,,"Deck, Porch-Enclosed, Shed",,,,
170616883,16  Brookside Dr.,Easton,ACTV,01/03/2024,,3.1,2937,2937,7,3,3/1,"2 Car Garage, Attached Garage",1860,55,,352730,Private,775000,10215,R3,,,,No,,No,Joel Barlow,Samuel Staples,"Golf Course, Health Club, Library, Park, Public Rec Facilities",No,No,"Beach Rights, Not Applicable",,Ceiling Fans,"Hot Water, Radiator",Oil,,"Deck, Gutters, Lighting, Patio",Helen Keller,,,
170618464,198  Woodland St.,Glastonbury,ACTV,01/16/2024,,10.36,6504,5904,13,5,4/2,"4 Car Garage, 6 Total Spaces, Attached Garage",1985,42,,729100,"Shared, Paved, Asphalt",1499900,22609,RR,,"Fireplace Insert, Programmable Thermostat, Thermopane Windows",,No,,No,Glastonbury,Nayaug,"Golf Course, Medical Facilities, Public Pool, Stables/Riding",No,No,Not Applicable,,Central Air,"Hot Air, Zoned",Oil,Gideon Welles,"Barn, French Doors, Garden Area, Gutters, Patio, Underground Sprinkler",Smith,,,
170625739,"11  Talcott Forest Rd. , Unit# D",Farmington,ACTV,02/28/2024,CO,,1545,1545,5,2,2/1,"0 Car Garage, 2 Total Spaces, Paved, Parking Lot",1973,,"Club House, Guest Parking, Playground/Tot Lot, Pool",151690,,299000,3672,RDM,,"Programmable Thermostat, Storm Doors, Thermopane Windows",521,Yes,Monthly,No,Farmington,Per Board of Ed,"Golf Course, Health Club, Lake, Medical Facilities, Park, Private School(s), Public Transportation, Shopping/Mall",Yes,No,Not Applicable,,Central Air,"Hot Air, Hot Water",Natural Gas,West Woods,"Porch, Shed",Robbins,"Pool House, In Ground Pool",,
170614356,114  Lamberton St.,New Haven,ACTV,01/17/2024,,0.05,1310,1310,6,3,1/0,"0 Car Garage, On Street Parking",1890,41,,98280,,225000,3656,RM2,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/22/2024,None,Hot Air,Natural Gas,,,,,,
170617668,277-279  Southbury Rd.,Roxbury,ACTV,01/07/2024,,4.45,3091,3091,7,3,3/0,"4 Car Garage, 4 Total Spaces, Attached Garage, Driveway, Paved",2007,51,,634270,"Private, Paved",1195000,7992,C,,"Fireplace Insert, Generator, Programmable Thermostat, Ridge Vents, Thermopane Windows",,No,,No,Regional District 12,Booth Free,"Library, Park",No,No,Not Applicable,01/07/2024,"Central Air, Zoned","Hot Air, Zoned",Propane,Regional District 12,"Balcony, Deck, Garden Area, Guest House, Gutters, Lighting",Regional District 12,,,
170619030,14  Side Hill Rd.,Westport,ACTV,01/29/2024,,1.04,4204,4204,11,6,4/1,"2 Car Garage, Attached Garage",1959,29,,797100,Private,2195000,14627,AA,,Generator,,No,Annually,No,Staples,Kings Highway,"Library, Park, Tennis Courts, Walk to Bus Lines",Yes,No,Beach Rights,,Central Air,Hydro Air,Oil,,"Stone Wall, Underground Sprinkler",Coleytown,"In Ground Pool, Heated",,
170621240,"15  Harbour Cl. , Unit# A-15",New Haven,ACTV,02/01/2024,CO,,1757,1757,5,2,3/0,"1 Car Garage, 1 Total Spaces, Assigned Parking",1988,26,"Club House, Exercise Room/Health Club, Guest Parking, Medical Facilities, Park, Pool",164780,,364900,6130,PDD 38,,,630,Yes,Monthly,No,PBOE,PBOE,"Medical Facilities, Park, Shopping/Mall, Walk to Bus Lines",No,No,"L. I. Sound Frontage, Walk to Water",,Central Air,Hot Air,Natural Gas,PBOE,"Deck, Sidewalk",Per Board of Ed,"Pool House, In Ground Pool",,
170619370,6  Russett Rd.,Newtown,ACTV,01/17/2024,,2,2788,2788,9,4,3/0,"2 Car Garage, Attached Garage",1976,41,None,386420,Private,799900,10140,R-2,,"Programmable Thermostat, Ridge Vents, Thermopane Windows",,No,,No,Newtown,Sandy Hook,"Golf Course, Lake, Library, Playground/Tot Lot, Public Pool, Public Rec Facilities, Stables/Riding, Tennis Courts",No,No,Not Applicable,,Central Air,"Hot Air, Zoned",Propane,Reed,"Deck, Gutters, Stone Wall",Newtown,,,
170617954,630  Cook Hill Rd.,Cheshire,ACTV,01/18/2024,,8.5,3174,3174,12,5,4/1,"0 Car Garage, Driveway",1975,40,,317920,"Private, Asphalt, Gravel",2200000,11156,R80,,"Energy Star Rated, Fireplace Insert, Thermopane Windows",,No,,No,Cheshire,Per Board of Ed,,No,No,Not Applicable,,"Central Air, Heat Pump",Heat Pump,Electric,,"Barn, Garden Area, Gutters, Lighting, Patio",Dodd,,,
170625812,28  Lin Sal St.,Windsor Locks,NEW,02/25/2024,,0.3,960,960,6,3,1/0,"2 Car Garage, 4 Total Spaces, Attached Garage",1957,2,,120890,"Private, Paved",275000,3183,RESA,,"Active Solar, Fireplace Insert",,No,,No,Per Board of Ed,Per Board of Ed,"Park, Shopping/Mall",No,No,Not Applicable,,None,"Baseboard, Wood/Coal Stove","Oil, Wood",Per Board of Ed,"Gutters, Patio",Per Board of Ed,,,
170622149,"202  Soundview Ave. , Unit# 11",Stamford,ACTV,02/02/2024,CO,,2361,1721,4,2,2/1,"0 Car Garage, Paved, Off Street Parking",1977,25,"Club House, Pool",271250,,549000,6846,R5,,,518,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,Yes,No,"Beach Rights, Walk to Water",,"Ceiling Fans, Central Air",Hot Air,Electric,,Deck,,"Pool House, In Ground Pool, Safety Fence",,
170616234,66  Cornwall Rd.,Warren,ACTV,02/09/2024,,3,2750,1746,8,4,3/0,"0 Car Garage, 2 Total Spaces, Barn",1880,40,None,382830,Gravel,795000,5034,R2,,"Generator Ready, Thermopane Windows",,No,,No,Wamogo Regional,Warren,"Lake, Private School(s)",Yes,No,Not Applicable,02/24/2024,"Ceiling Fans, Central Air, Zoned","Baseboard, Hot Air, Zoned",Oil,,"Barn, Garden Area, Patio",,"In Ground Pool, Gunite",,
170616632,40  Forster St.,Hartford,ACTV,12/31/2023,,0.17,1455,1455,6,3,1/1,"1 Car Garage, Attached Garage",1937,58,,65672,,300000,4528,N4-1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,12/31/2023,None,"Radiator, Steam",Natural Gas,,,,,,
170621436,15  Kellogg St.,Bethel,ACTV,01/28/2024,,0.92,3182,3182,10,4,3/1,"2 Car Garage, Attached Garage",1979,30,,411950,Asphalt,639900,11712,R-40,,Generator,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Lake,,"Attic Fan, Ceiling Fans, Window Unit","Baseboard, Hot Water, Zoned","Oil, Propane",Per Board of Ed,Deck,Per Board of Ed,,,
170624097,"200  Woodmont Ave. , Unit# 136",Bridgeport,ACTV,02/11/2024,CO,,1064,1064,5,2,1/1,"1 Car Garage, 1 Total Spaces, Parking Garage, Driveway, Paved",1968,16,"Club House, Exercise Room/Health Club, Gardening Area, Guest Parking, Park, Playground/Tot Lot, Pool, Tennis Courts",79510,,227900,3455,Residential,,Energy Star Rated,390,Yes,Monthly,No,Per Board of Ed,Winthrop,"Basketball Court, Commuter Bus, Golf Course, Health Club, Medical Facilities, Public Transportation, Shopping/Mall, Walk to Bus Lines",Yes,No,Not Applicable,02/22/2024,"Ceiling Fans, Wall Unit",Baseboard,Natural Gas,Per Board of Ed,"Deck, Patio, Porch, Sidewalk, Tennis Court",Per Board of Ed,"Pool House, Above Ground Pool, Safety Fence, Alarm",,
170618150,70  Sea Beach Dr.,Stamford,ACTV,01/12/2024,,0.53,4188,4188,10,4,4/1,"2 Car Garage, Attached Garage",1959,46,,1310000,"Shared, Asphalt",2900000,33064,R20,,,,No,,No,Stamford,Toquam Magnet,,No,Yes,"Direct Waterfront, L. I. Sound Frontage",02/13/2024,Central Air,Zoned,Natural Gas,,"Deck, Hot Tub, Patio, Underground Sprinkler",Rippowam,,,
170617754,40  Highland Ave.,Litchfield,ACTV,01/08/2024,,0.36,1050,1050,5,2,1/1,"1 Car Garage, 1 Total Spaces, Detached Garage",1927,50,,131690,"Private, Gravel",430000,3714,Boro 2,,,,No,,No,Per Board of Ed,Center,"Health Club, Lake, Park, Shopping/Mall, Stables/Riding",No,No,"Lake, River, Walk to Water",01/30/2024,"Split System, None","Baseboard, Hot Water","Electric, Oil",Litchfield,"Garden Area, Guest House, Porch",Per Board of Ed,,,
170614521,238  Hillspoint Rd.,Westport,ACTV,01/01/2024,,0.1,2200,2200,8,4,2/1,"2 Car Garage, Under House Garage",2024,57,,99999,Private,3975000,99999,B,,,,No,,No,Staples,Greens Farms,"Golf Course, Library, Park, Public Rec Facilities, Shopping/Mall, Tennis Courts",No,Yes,"Direct Waterfront, Beach, Beach Rights, View",01/01/2024,"Central Air, Zoned","Hot Air, Zoned",Natural Gas,,"Deck, French Doors, Lighting",Bedford,,,
170626502,"85  Riverside Ave. , Unit# B4",Stamford,NEW,02/28/2024,CO,,879,879,3,1,1/0,"1 Car Garage, 1 Total Spaces, Attached Garage, Paved",1971,0,Pool,169190,,295000,4270,R5,,,287,Yes,Monthly,No,Westhill,Stillmeadow,"Basketball Court, Bocci Court, Golf Course, Health Club, Medical Facilities, Park, Public Transportation, Shopping/Mall",Yes,Yes,"River, Beach Rights",,"Wall Unit, Zoned","Baseboard, Zoned",Electric,,Deck,Cloonan,In Ground Pool,,
170611902,34  Prospect St.,Vernon,ACTV,01/13/2024,,0.08,2099,2099,8,4,1/1,"0 Car Garage, On Street Parking",1874,46,None,113750,None,229000,3798,PND,,,,No,,No,Rockville,Maple Street,,No,No,Not Applicable,,Ceiling Fans,Steam,Natural Gas,,"Gutters, Lighting, Porch",,,,
170618742,277  Trumbull Ave.,Bridgeport,ACTV,01/13/2024,,0.11,2160,2160,6,4,2/1,"0 Car Garage, Paved",2023,45,,48690,Private,549900,2116,res,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,01/29/2024,Central Air,Hot Air,Natural Gas,,"Awnings, Balcony",,,,
170619684,12  Valley Rd.,Hamden,ACTV,01/19/2024,,0.15,1550,775,4,3,2/0,"2 Car Garage, Detached Garage",1948,39,,107520,Asphalt,349000,6062,R4,,,,No,,No,Hamden,Per Board of Ed,"Lake, Library, Medical Facilities, Park, Playground/Tot Lot, Public Transportation, Shopping/Mall",No,No,Not Applicable,,Central Air,Hot Air,"Gas In Street, Natural Gas",,"Deck, Patio",Hamden,,,
170625449,"100  Rowayton Woods Dr. , Unit# 100",Norwalk,NEW - UA,02/27/2024,CO,,2573,1796,8,4,3/1,"1 Car Garage, Detached Garage",1975,6,"Guest Parking, Pool, Tennis Courts",339190,,769000,8468,B,,,650,Yes,Monthly,No,Brien McMahon,Brookside,"Golf Course, Health Club, Library, Medical Facilities, Park, Public Rec Facilities, Public Transportation, Shopping/Mall",Yes,No,,,Central Air,Hot Air,Natural Gas,,"Balcony, French Doors, Patio",Roton,Safety Fence,,
170619670,27  Tra Mart Dr.,Montville,ACTV,02/20/2024,,1,2756,2756,9,4,2/2,"2 Car Garage, Attached Garage",1979,19,,251510,Paved,409900,6984,R40,,,,No,,No,Montville,Mohegan,"Golf Course, Medical Facilities, Park, Public Pool, Shopping/Mall",Yes,No,Not Applicable,,Central Air,Baseboard,Electric,,"Deck, French Doors, Gutters, Patio, Shed, Underground Utilities",,In Ground Pool,,
170626497,8  Rockland Pl.,Greenwich,NEW,02/23/2024,,0.17,3060,2040,9,5,2/0,"1 Car Garage, 6 Total Spaces, Detached Garage, Driveway, Paved",1900,4,,470960,Private,895000,5480,R-6,,,,No,,No,Greenwich,Glenville,,No,No,Not Applicable,,Window Unit,Hot Water,Gas In Street,Per Board of Ed,,Western,,,
170618205,17  Rockwood Rd.,Hamden,ACTV,01/10/2024,,0.19,1306,1306,6,2,1/1,"0 Car Garage, 3 Total Spaces, Driveway",1948,49,,118580,Paved,320000,6686,R4,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/14/2024,None,Hot Air,Natural Gas,,"Deck, Gutters",,,,
170620622,807  Fountain St.,Woodbridge,ACTV,02/28/2024,,5.4,3610,2407,9,3,3/0,"3 Car Garage, 3 Total Spaces, Detached Garage, Paved",1947,35,,309960,"Shared, Paved, Asphalt",645900,13973,A,,Thermopane Windows,,No,,No,Amity Regional,Beecher Road,"Basketball Court, Golf Course, Health Club, Library, Medical Facilities, Playground/Tot Lot",Yes,No,Not Applicable,01/24/2024,Central Air,Hot Water,Oil,,"Deck, Porch, Porch-Enclosed",,In Ground Pool,,
